Age,Gender,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest,Personality
21.0,Male,0,6.70518,6.7172271561442045,9.06685,5.418563873106617,Sports,ENTJ
24.0,Male,1,5.30081,7.347857561463167,4.61771,3.290698861020262,Sports,ESFP
19.0,Female,0,7.63529,2.9488917795635237,9.29651,6.112604605778416,Unknown,ENTJ
27.0,Male,0,6.5646,7.353989920667782,7.8805,6.229273649083429,Sports,ESTJ
30.0,Female,0,5.55109,5.128315146751005,2.1733,5.120467609969722,Sports,ENFJ
24.0,Male,0,8.1168,7.53666692884697,2.91667,6.773363109333578,Unknown,ESFJ
28.0,Male,0,7.03182,6.6431931996674205,7.64625,6.879472349792511,Others,ESTJ
33.0,Male,0,4.13261,7.566129263938379,3.76143,4.031465655440963,Sports,ESFP
31.0,Female,0,1.99014,5.033663957174189,8.00125,2.335116169393675,Arts,INTP
20.0,Male,0,6.73801,6.4030849387840005,4.31386,6.31497995764399,Unknown,ENFJ
22.0,Female,0,4.34059,4.622171770369158,4.43748,6.453534650237769,Unknown,INFJ
20.0,Male,0,4.78469,5.24049640589271,0.52907,6.11162818943853,Unknown,INFJ
20.0,Male,0,2.65316,5.392355744803075,5.76393,4.590773388003424,Unknown,INFP
23.0,Male,0,4.83677,6.890309096957341,1.91244,6.267201134212208,Arts,ESFJ
33.0,Male,0,3.88328,4.4956283635089,0.0244,5.635462345713675,Sports,ENFJ
28.0,Male,1,6.50873,5.048636736945355,7.61154,3.1326315664598807,Unknown,ENTP
27.0,Female,0,4.42456,6.2666933261528746,5.35511,4.703472797979417,Unknown,ISFP
26.0,Female,0,1.4911,6.411165247144483,7.88193,6.535744978462112,Arts,ISTJ
24.0,Male,0,3.03604,6.518438199962077,9.4441,7.148543315754695,Others,ISTJ
45.0,Male,0,3.98593,6.968492537890471,9.01274,5.668657631863622,Unknown,ESTP
20.0,Female,0,2.80885,6.030986011514817,6.75486,3.7566803443888546,Unknown,ENTP
20.0,Male,0,3.60526,3.5437833682823325,6.39491,6.979795871873201,Arts,INTJ
27.0,Male,1,8.47228,7.9251913761450865,4.71934,7.358655508674697,Others,ESFP
29.0,Female,0,6.96861,6.544049904573917,9.96866,6.391453659320234,Unknown,ESTJ
39.0,Female,0,2.1003,6.414171949141999,9.62868,6.682125480788757,Sports,ISTJ
24.0,Male,1,0.22959,6.335500623079923,3.56947,1.656370013306649,Others,INFP
25.0,Female,0,0.8995,3.8792587421353297,5.71872,6.726097355381176,Sports,INTJ
19.0,Female,0,5.2242,3.982228743456629,9.09054,6.065786894868475,Others,ENTJ
23.0,Female,0,0.83309,5.677175648695223,8.69827,4.125281947142098,Sports,INTP
43.0,Male,0,4.28483,5.012533926142755,7.40698,6.310946632901357,Technology,INTJ
28.0,Male,0,6.58546,5.278994623914096,2.5133,4.251590961987367,Unknown,ENFP
22.0,Male,0,4.07418,4.004040152173756,0.18369,6.299773278327346,Arts,INFJ
34.0,Male,0,3.77307,6.603123694592545,6.39907,6.14724441332817,Arts,ISTJ
35.0,Female,0,8.30685,5.293486655322628,6.86492,3.4062711239901375,Arts,ENTP
31.0,Female,0,3.43912,3.2027129949256503,7.55383,6.03466323653915,Others,INTJ
23.0,Female,0,6.78325,4.936008043891572,8.28096,6.886001386354708,Technology,ENTJ
29.0,Female,0,3.64153,5.155870887396135,5.43105,7.845921010663686,Unknown,ENFJ
23.0,Female,0,2.38906,6.3039667956769625,2.66136,4.184975023257998,Technology,INFP
40.0,Male,1,3.5168,6.824872522345937,6.59089,5.114815133946871,Unknown,ISTP
20.0,Female,0,2.18661,3.7996439800515613,8.53698,6.163322027615394,Unknown,INTJ
21.0,Female,0,9.31257,4.159324119560223,2.83764,4.30235461291127,Unknown,ENFP
32.0,Female,0,8.16758,6.286717515734242,1.00894,7.214284776199672,Technology,ESFJ
23.0,Female,0,1.51209,5.817115789616938,4.56766,6.023191183336649,Others,INFJ
36.0,Male,1,8.10405,5.626056663696233,3.91488,3.1980720583434605,Arts,ENFP
28.0,Female,0,2.34145,7.5385718389078935,7.28061,6.159677934445086,Others,ISTJ
30.0,Male,0,4.77141,5.321141500626447,5.32292,6.461363626649852,Unknown,ENFJ
29.0,Male,0,4.60451,6.128318142425211,0.30283,6.227643344178086,Others,ISFJ
36.0,Male,0,5.28987,6.516265365756193,0.59088,6.6886311950315385,Unknown,ESFJ
34.0,Male,0,0.43347,5.311911490922241,8.24996,3.11522350279225,Technology,INTP
33.0,Female,0,7.21916,5.331044264867471,9.10091,7.95868085599151,Sports,ENTJ
35.0,Female,0,7.05269,6.729239736205113,4.69546,6.919199335459335,Sports,ESFJ
33.0,Male,0,2.1262,6.457415331068902,9.98274,6.915179901572362,Unknown,ISTJ
24.0,Male,0,3.40526,6.037325755004172,1.33226,6.677602751880336,Sports,INFJ
35.0,Female,1,6.65151,5.253364132370549,9.69346,6.2908616185207356,Others,ENTP
38.0,Male,0,2.37129,6.133584143292584,5.70884,6.650695779929056,Arts,ISTJ
29.0,Female,1,0.8962,7.183709437498171,2.79911,5.263670724228374,Unknown,ISFP
31.0,Male,1,5.07253,5.805240020891302,9.6224,2.584762167122825,Unknown,INTP
27.0,Female,0,9.57239,5.3866264183188814,8.1098,6.174895855605858,Arts,ENTJ
25.0,Female,0,7.11843,4.575981216233045,7.55681,6.707143574709071,Technology,ENTJ
26.0,Female,0,5.31422,7.707137643548959,5.0644,3.0661171626185464,Unknown,ESFP
48.0,Male,1,1.83083,5.929333257068428,1.0222,3.7145653059054466,Others,INFP
29.0,Male,1,9.53775,6.309456741068193,6.00284,5.6088223848199705,Technology,ESFP
20.0,Female,0,4.14141,5.301101806293092,3.45408,3.480332420617829,Unknown,INFP
23.0,Female,0,2.21602,4.351535883718956,2.18421,6.8704819425058705,Unknown,INFJ
32.0,Male,0,2.99618,7.038909783295204,1.08494,6.566171713165169,Technology,ISFJ
32.0,Male,0,7.57661,6.831477675723933,4.33506,6.95399848833142,Unknown,ESFJ
26.0,Male,0,9.27943,6.28292665392013,2.20956,5.098011688054507,Unknown,ESFP
33.0,Male,0,2.47549,6.9769220833241725,4.93058,6.445708501244667,Unknown,ISFJ
36.0,Male,1,3.84181,6.24678907846359,9.307,4.968707950786012,Sports,ISTP
33.0,Male,0,0.03555,6.373514222567632,1.32746,6.875416428408163,Unknown,ISFJ
28.0,Male,0,0.05773,3.225160192512324,0.43423,5.255089852401992,Unknown,INFP
39.0,Female,0,4.59851,6.923670605629742,8.52889,4.6602222900828405,Unknown,ISTP
23.0,Female,0,6.59817,6.6604517286496705,1.9117,6.002555086750283,Arts,ESFJ
29.0,Male,1,6.84665,2.9469608062717345,3.44169,2.0520768352118117,Arts,ENFP
31.0,Female,0,7.09744,6.360825661043738,4.41068,5.942581962724334,Sports,ESFJ
23.0,Male,0,2.99136,4.295201797922955,7.10584,6.892422451816505,Technology,INTJ
25.0,Male,0,1.14181,6.664436796581027,3.88293,5.240603968956468,Others,ISFP
32.0,Female,0,2.41356,7.138705563174379,2.12503,5.037078648330401,Others,ISFP
27.0,Male,0,8.01379,6.351582240458957,0.83132,6.033469438981981,Unknown,ESFJ
35.0,Male,0,5.44269,6.323240253022983,6.84652,4.048927153441755,Unknown,ISTP
29.0,Female,0,3.71172,6.4219779974589635,7.95155,4.2263492696862555,Unknown,ESTP
22.0,Female,0,7.10437,5.899015488764188,1.64137,6.570227398584815,Unknown,ENFJ
21.0,Male,1,2.93311,6.140747291990356,3.63392,5.999909802010647,Technology,INFP
31.0,Male,1,9.61564,5.163366866499561,1.41587,5.528479845142722,Arts,ENFP
32.0,Male,0,2.79912,6.868025484466927,3.15054,6.222358776116225,Arts,ISFJ
21.0,Male,0,5.78899,5.005195198765957,1.03221,6.085214068599755,Others,ENFJ
27.0,Female,0,5.38396,4.693039825069341,6.18665,5.2729438884456945,Unknown,ENTP
25.0,Male,0,8.23551,4.23783700364582,4.70962,6.226110006949941,Unknown,ENFJ
32.0,Male,0,9.85228,3.754127339358142,1.43671,5.868892336792346,Others,ENFP
22.0,Female,0,5.12399,5.424553925142722,6.59118,4.448744652725548,Arts,ENTP
34.0,Male,0,7.18746,7.571875013960328,9.57637,5.877438544691342,Unknown,ESTP
25.0,Male,0,6.7062,5.203379760643975,2.38739,3.2062629166115233,Sports,ENFP
29.0,Male,1,6.01411,7.18929729750844,4.27645,5.024395789182736,Others,ESFP
35.0,Female,0,2.903,6.40527796900896,5.52287,6.223700039789891,Technology,ESTJ
35.0,Male,0,8.36823,6.35123519967558,4.13501,6.2109517381199755,Technology,ESFJ
28.0,Female,0,0.54974,5.3123807850331835,6.55986,7.6083599387344,Unknown,INTJ
37.0,Male,0,5.36096,4.486782562379041,7.27033,6.2423753083950695,Unknown,INTJ
24.0,Male,1,0.30655,4.378953345747343,8.68847,2.487347515584157,Sports,INTP
24.0,Male,0,8.70853,7.710880906080852,0.79316,2.11817501153985,Unknown,ESFP
20.0,Female,0,7.51065,4.619623821149432,0.86874,5.529042256807386,Sports,ENFJ
22.0,Female,0,2.96823,3.6074302138363192,7.90062,6.350566316787271,Technology,INTJ
25.0,Male,0,5.17078,6.263430231494994,3.59887,5.019446745331796,Others,ESFP
29.0,Male,0,8.21327,3.4393901602846375,9.01426,5.162356816417543,Sports,ENTJ
33.0,Male,0,8.57667,5.8021255282127955,5.23673,6.283570013397166,Unknown,ENFJ
24.0,Female,0,2.58667,6.239325755981221,8.14045,7.0476213478218535,Unknown,ISTJ
29.0,Female,0,4.72497,6.715412531549207,9.91189,5.16288154091766,Sports,ESTJ
35.0,Male,1,3.52294,6.305097038900802,6.71432,3.9619758721797598,Technology,ISTP
25.0,Male,0,6.18139,4.0405834786915396,8.83422,3.8167029092752616,Technology,ENTP
24.0,Male,0,7.02165,4.044196081785047,4.41479,2.844540331775431,Unknown,ENFP
32.0,Female,0,8.86321,4.095437711771696,1.18462,6.120411131177583,Technology,ENFJ
27.0,Female,0,0.32358,3.5629372036242666,3.24727,6.221018428463681,Others,INFJ
27.0,Female,0,8.10966,7.066628467624716,0.15819,7.390104853359156,Unknown,ESFJ
35.0,Female,0,4.327,6.266505508469317,8.38747,5.870608832505874,Sports,ESTJ
22.0,Male,0,1.91588,4.424006161760051,1.63876,2.9858721536055928,Unknown,INFP
25.0,Male,0,1.82305,6.326495082856527,6.10834,6.9611061302554305,Arts,INTJ
33.0,Male,0,3.8212,6.66951459409877,0.91986,6.589375161291414,Arts,ISFJ
25.0,Female,0,4.16746,6.512764274894765,7.61298,6.751040542545294,Others,ISTJ
29.0,Male,1,2.36225,6.072124072472107,6.72083,5.1204243256315,Arts,INTP
26.0,Male,1,0.46302,4.496695299652537,1.03294,7.183349530608734,Technology,INFP
24.0,Male,0,4.67961,7.276920656411111,3.04172,6.154962219360249,Unknown,ESFJ
26.0,Male,0,1.66603,6.409296451295143,3.11362,7.0165340426378595,Technology,ISFJ
27.0,Female,1,3.57588,7.273907615760312,0.0749,6.448222562601549,Unknown,ISFP
30.0,Male,0,9.00885,6.181612000920962,4.37331,3.7141965552226903,Others,ESFP
40.0,Male,0,5.82548,7.113408323121343,5.15244,5.613949275582348,Sports,ESFJ
23.0,Female,0,6.39818,6.11859309725132,8.99086,6.316281939957012,Unknown,ENTJ
26.0,Male,0,8.08326,7.0616115062121505,1.61506,5.784479005242901,Sports,ESFJ
23.0,Male,1,6.69897,5.3528258794639765,9.13255,2.646545946641845,Arts,ENTP
21.0,Female,0,9.64201,4.455218770254653,1.66145,6.461979630073621,Others,ENFJ
38.0,Male,0,7.08822,5.054136872102073,1.86382,6.803706667280553,Technology,ENFJ
20.0,Male,0,9.68045,3.967261179867142,8.0582,6.665366881636524,Unknown,ENTJ
40.0,Female,0,3.6261,6.715803541747415,9.13681,5.211367870290029,Sports,ISTJ
25.0,Male,0,6.34326,5.327079243002676,8.44822,7.445545033207553,Technology,ENTJ
23.0,Female,0,9.43031,7.202006688232658,1.98153,2.307439700236598,Arts,ESFP
21.0,Male,0,8.62717,4.4930020809505615,9.6971,2.728052675668165,Unknown,ENTP
32.0,Male,0,4.9012,5.579566155221741,9.1666,4.808894104871245,Sports,ENTP
27.0,Male,0,2.42563,7.3154095502179235,8.76534,6.71816514171632,Unknown,ISTJ
24.0,Female,0,0.97324,7.751674068159744,0.65078,6.832850421470478,Unknown,INFJ
30.0,Male,0,5.89365,7.408316298022513,0.01332,7.115183914639395,Unknown,ESFJ
30.0,Female,0,1.36253,6.419936078525709,9.74006,5.6277708224504925,Sports,ISTJ
23.0,Female,0,9.59715,5.937467213751519,2.42561,6.551818350102551,Sports,ENFJ
30.0,Male,0,2.60797,4.990641625131432,8.93623,3.5647509328471907,Others,INTP
22.0,Female,0,1.28747,6.168480291500086,9.19745,5.954408231452674,Unknown,ISTP
28.0,Female,0,9.70929,6.420466220688973,3.31095,2.5928388965360347,Unknown,ESFP
31.0,Male,0,2.68536,6.68376258944691,7.41299,7.368763845518879,Unknown,ISTJ
32.0,Male,0,1.90369,6.561344253898586,1.03738,6.647079636267533,Unknown,ISFJ
28.0,Male,0,5.31117,6.356833601364877,3.13517,5.868664636184152,Unknown,ISFP
46.0,Male,0,9.44464,6.241109765308828,3.09684,6.693012220371774,Others,ESFJ
23.0,Female,0,6.10896,4.83145057023229,6.67206,6.158806478995671,Sports,ENTJ
26.0,Female,0,4.50037,3.603042988163899,5.75778,7.146962189030962,Technology,INTJ
27.0,Male,0,0.53659,6.249847807760606,3.56176,4.668306885623405,Others,ISFP
28.0,Male,0,2.3934,4.948528173131442,2.93537,6.80639794294451,Technology,INFJ
28.0,Female,0,9.92438,6.978168992171257,9.45122,6.893190118385015,Others,ESTJ
27.0,Female,0,1.21189,6.02263270673824,9.82991,4.464881417442884,Unknown,INTP
29.0,Female,0,3.63455,7.120140789859293,6.6296,3.5941449898404056,Arts,ESTP
27.0,Male,0,3.52364,5.165731872710385,2.62565,3.726195053725874,Unknown,INFP
29.0,Male,0,9.97369,3.720712201891752,9.62175,7.451703657955595,Sports,ENTJ
29.0,Male,0,8.52183,5.919158375512817,8.34909,4.820271210764593,Unknown,ENTP
32.0,Female,0,8.92005,6.144534585392677,4.87667,5.942039431193813,Unknown,ESFP
21.0,Female,0,8.88873,4.856806884427467,9.11992,6.735250471808327,Sports,ENTJ
22.0,Male,1,3.74064,3.927381774848109,8.69321,6.101847891558839,Unknown,INTP
30.0,Female,0,6.80192,6.169938075879552,9.15596,6.15765708150969,Arts,ESTJ
27.0,Female,0,3.08656,6.133826989987541,1.2082,6.686196318551341,Technology,ESFJ
23.0,Male,0,2.97271,6.497766883477398,2.51846,5.183738029734703,Sports,INFJ
22.0,Female,0,6.07604,7.43836762234086,1.46754,2.158581963157254,Arts,ENFP
20.0,Male,0,4.06041,4.8785363112490785,9.12616,0.0,Technology,ENTP
32.0,Male,0,2.51433,6.551684089184236,1.70604,4.509754302247631,Others,ISFP
24.0,Male,0,0.40248,6.579928517119632,0.94578,6.598770600976671,Sports,ISFJ
23.0,Female,0,1.76177,3.456036009456898,9.95679,6.143384959828853,Unknown,INTJ
20.0,Female,0,3.42704,4.71467675649229,8.93275,5.019117027795888,Sports,INTJ
30.0,Female,0,4.29288,4.324218174442683,7.54693,5.820642463973054,Sports,INTJ
25.0,Female,0,7.22486,7.233732501309306,1.93544,3.4706306571143823,Arts,ESFP
31.0,Male,0,6.87782,6.945404462288285,5.53216,5.300523530834619,Unknown,ESFP
25.0,Male,0,1.79496,6.729573752708599,2.56829,5.5220667295876,Sports,ISFJ
33.0,Male,0,2.09404,6.416060248331707,7.01777,6.022403151348333,Unknown,ISTJ
25.0,Male,0,3.52477,6.667136340930906,5.54949,5.762563865597846,Sports,ISFJ
27.0,Female,1,5.58036,6.807595770896979,1.07187,4.870646289487128,Unknown,ESFP
32.0,Male,0,6.08705,6.523906140908631,2.5596,6.51940693086771,Unknown,ESFJ
23.0,Female,0,1.66293,6.1369328519648665,1.7762,6.770631107437828,Others,INFJ
27.0,Female,1,3.58794,5.85745843549944,5.66826,4.61463259920657,Arts,INTP
27.0,Male,0,5.45656,7.388401581186098,1.79958,3.4153572334417355,Unknown,ISFP
35.0,Male,0,5.68636,4.973284304740148,3.61012,5.173862590738124,Sports,ENFJ
39.0,Female,1,2.39421,5.772622221013909,3.20309,4.699014231375511,Arts,INFP
26.0,Male,0,2.72437,6.9687314503968185,4.91795,7.337527287778226,Arts,ISFJ
28.0,Male,0,3.41254,5.141964981064561,6.1733,4.994776097500575,Arts,INTP
27.0,Male,0,8.30226,7.491255694449512,3.36258,6.512482182982928,Unknown,ESFJ
29.0,Female,0,8.01928,7.356995786085722,9.86002,6.090736310590019,Unknown,ESTJ
26.0,Male,1,4.65833,6.218178483808191,6.68395,3.1026534961582115,Sports,ISTP
25.0,Male,0,8.9662,4.599147550800229,9.03272,3.043093342218419,Others,ENTP
25.0,Male,1,1.2464,5.3839518190449995,6.93382,4.675327196943465,Arts,INTP
25.0,Female,1,7.38532,6.2130362055253565,7.39229,3.547707532195811,Unknown,ESTP
37.0,Male,0,0.54506,5.940698101798864,7.49358,5.252247518832975,Sports,INTJ
21.0,Female,1,7.09836,3.965710675062825,6.29434,3.2132297606846976,Unknown,ENTP
31.0,Female,0,0.50644,6.108545539663635,5.33029,4.842227762807109,Unknown,ISFP
20.0,Male,1,9.46901,5.71336078338587,7.19868,5.0554384811661155,Unknown,ENTP
24.0,Female,1,0.94991,6.588363779693331,9.30057,4.752044377934908,Others,ISTP
24.0,Female,1,7.89493,6.699767248685787,0.99704,4.2973481252580505,Unknown,ESFP
25.0,Female,1,8.61571,3.681239399747476,7.76849,5.333822100184669,Unknown,ENTP
22.0,Male,0,9.07595,3.889734833422115,7.89768,6.636631241422075,Arts,ENTJ
22.0,Male,1,5.42154,6.143530125464863,6.92591,3.2326678728596643,Unknown,ISTP
25.0,Male,0,1.62185,8.02916056444253,3.2246,6.472881473726638,Unknown,ISFJ
21.0,Male,0,7.56809,6.107439614580704,9.97084,1.9669258462837167,Unknown,ENTP
22.0,Male,1,4.29897,4.940673789202538,6.50229,5.487697812515885,Others,INTP
27.0,Female,0,4.10894,4.529229624037509,6.12366,3.8547701896447806,Unknown,INTP
28.0,Male,0,9.30827,4.166611073864066,1.7593,6.640399570355729,Unknown,ENFJ
20.0,Male,0,2.19267,5.544217927324403,3.92061,2.798788498576793,Technology,INFP
27.0,Male,0,1.98586,6.404704194284608,0.46763,6.506865539285863,Arts,ISFJ
27.0,Male,0,6.72072,5.1713259919636245,9.62516,6.639572229749194,Arts,ENTJ
25.0,Male,1,2.77592,3.967238254287443,0.41536,2.937004452262303,Others,INFP
28.0,Female,0,1.08681,6.651961211056035,8.90147,6.9837204142233205,Arts,ISTJ
31.0,Female,0,6.26103,7.418964661435166,9.55266,6.095339092616075,Technology,ESTJ
29.0,Male,1,4.99925,3.4324486096386373,5.2604,5.125637088186429,Sports,INFP
19.0,Female,0,3.42616,7.272005515092807,5.26712,6.454792108259227,Arts,INTJ
22.0,Female,0,7.18198,6.499553273879228,6.55885,5.989483300994131,Sports,ENTJ
24.0,Female,0,4.22409,3.0763877650685374,5.46893,1.4223461551674204,Others,ENFP
31.0,Female,0,1.3084,6.305507779113996,0.52202,7.096407832327886,Sports,ISFJ
27.0,Male,0,0.06915,6.23328355044318,6.90009,6.738053094439667,Arts,ISTJ
30.0,Female,0,1.49365,6.219084149115245,4.26987,6.253252464853193,Technology,ISFJ
38.0,Male,0,0.351,7.966493772266203,2.25064,3.9573308462364545,Arts,ISFP
23.0,Female,1,9.98124,4.9928593422252225,8.33828,4.405522794872528,Unknown,ENTP
29.0,Female,1,1.47691,6.511333264990402,0.77942,4.965060133668988,Arts,ISFP
24.0,Female,0,9.44379,6.797483374278317,1.38697,3.8828374506994434,Unknown,ESFP
22.0,Female,0,6.42469,7.7023876216607166,2.62485,4.284980535121814,Unknown,ESFP
24.0,Male,0,6.14656,6.544917652045428,1.48742,5.256618752907693,Sports,ESFJ
30.0,Male,1,9.32374,5.502256977122958,7.17431,4.69723634584881,Others,ENTP
26.0,Male,0,1.12216,3.5799487019659413,7.8287,6.551691162749052,Unknown,INTJ
27.0,Female,1,9.1344,5.39000143304884,8.65325,5.155448859187506,Unknown,ENTP
24.0,Female,1,7.86181,6.13526765251817,5.63545,6.877823426799596,Unknown,ENTP
31.0,Female,0,8.37226,4.437692981162078,2.15478,5.62229338033959,Sports,ENFJ
30.0,Male,1,9.74357,6.836463869529861,2.62588,5.809512385606229,Arts,ESFP
26.0,Male,0,8.21597,7.651476423879981,3.39051,7.0584202720150495,Others,ESFJ
25.0,Male,0,0.08267,2.445664273565545,1.14744,6.045541216930227,Arts,INFJ
21.0,Female,0,1.52028,6.172666753938355,9.73304,3.741251630424211,Technology,INTP
26.0,Male,1,4.8698,3.2893630285136526,9.43802,3.108760607082839,Technology,ENTP
21.0,Female,0,1.63255,3.3304486249208454,9.58798,3.3758540803680264,Sports,INTP
20.0,Female,1,0.3046,4.199081425676165,8.98996,5.257203084558819,Unknown,INTP
30.0,Male,0,1.57685,2.4878601637482953,7.08022,4.209355852105313,Others,INTP
25.0,Male,1,4.93861,6.421951898462443,4.28619,6.318420315189574,Technology,ISFP
28.0,Male,0,2.38172,6.160193160622917,7.57055,6.2828089816219865,Technology,ISTJ
22.0,Female,0,8.8164,5.027959277294656,5.98664,6.171943430274778,Others,ENTJ
23.0,Female,0,4.76748,6.636258119562202,3.62005,6.319423135543571,Technology,ESFJ
23.0,Female,1,3.99497,4.58362289042855,4.54105,5.121979103293719,Arts,INTP
26.0,Female,0,1.94865,6.63556483815711,9.82765,6.742536320695753,Technology,ISTJ
27.0,Male,0,7.8173,2.9329183746420124,2.12456,6.073026738184566,Arts,ENFJ
20.0,Female,0,6.38814,6.302099826829412,9.25381,5.580652020194618,Sports,ENTJ
34.0,Male,0,9.73808,7.22028494479123,0.38677,6.529636259125458,Technology,ESFJ
26.0,Female,0,0.33753,6.558100342943358,6.43618,6.775897851324068,Unknown,ISTJ
28.0,Male,1,5.33551,6.418469338152259,3.95875,4.4772155977267865,Sports,ISFP
23.0,Male,0,4.27068,5.447195219532714,0.6041,6.330919030826228,Others,INFJ
31.0,Female,1,5.30078,7.069568092596306,5.78519,3.1553751801059056,Arts,ESTP
31.0,Female,1,4.60601,6.1579552415485574,7.1034,5.783670594040322,Others,ESTP
24.0,Male,0,7.57213,4.310083955342685,0.8654,6.002264054392878,Arts,ENFJ
21.0,Female,0,3.39923,6.09769987597763,8.79215,6.786329195181259,Others,INTJ
27.0,Female,0,1.23344,6.344356418079151,5.2981,6.357726300010201,Others,ISFJ
26.0,Male,0,0.4942,3.5653851921405035,5.06029,5.754599790140395,Arts,INFP
35.0,Female,0,2.13487,6.30238524774216,8.56797,6.253550437885979,Unknown,ISTJ
36.0,Female,1,5.50992,8.112610853718111,3.11479,2.37881111203596,Sports,ESFP
31.0,Female,0,0.01766,6.739219657081695,5.72106,4.150751109986354,Arts,ISTP
32.0,Male,0,4.72149,5.6326589568644945,8.36769,5.082227526821876,Others,INTP
20.0,Male,0,5.93296,5.615731526724434,1.76972,6.109454691150454,Technology,ENFJ
27.0,Male,0,0.23636,5.668720488368743,9.78328,5.322748953135893,Others,INTP
28.0,Female,0,5.30125,6.677112605868588,0.46091,7.822780028114934,Unknown,ESFJ
31.0,Female,0,2.75063,6.246950406100384,2.26424,6.14598647149431,Unknown,ESFJ
29.0,Female,0,1.84928,6.3608818055859295,9.71152,6.190207692619827,Others,ISTJ
24.0,Male,1,6.42105,4.466025210408137,4.25058,4.1233911441151,Sports,ENFP
32.0,Male,1,9.81499,6.206811777068838,7.6146,6.177900978290224,Arts,ESTP
29.0,Female,0,4.64249,6.162008246589989,7.15062,7.051810052342037,Arts,ESTJ
28.0,Female,0,5.9191,6.650726360810506,4.80175,2.1536255581563752,Arts,ESTP
27.0,Female,0,9.59454,7.129653246376318,6.98079,5.102071856281385,Sports,ESTJ
23.0,Female,0,9.30953,6.826352102372107,4.90672,3.2180154957462355,Arts,ENTP
26.0,Male,0,4.37308,5.259785208883196,1.61844,5.720781978528772,Technology,ENFP
27.0,Female,0,4.30622,5.820882389511648,3.00911,6.78313402826873,Unknown,ENFJ
21.0,Male,1,5.27986,3.729624650321271,4.11954,4.124140179030121,Unknown,INFP
39.0,Female,0,0.98176,6.468311177330672,3.94495,5.650618241140449,Sports,ISFJ
35.0,Male,1,2.66107,3.439421995123068,7.90873,5.698030206785937,Unknown,INTP
28.0,Female,0,1.51817,7.115259286017029,8.8285,6.044516415710312,Unknown,ISTJ
22.0,Male,0,9.82985,5.743272599268314,7.56603,6.036996694309816,Unknown,ENTJ
22.0,Female,0,3.18928,5.108334915544944,4.91626,3.74184104549376,Arts,ENTP
32.0,Male,0,4.85567,6.857493364554463,8.4113,5.8290676064624805,Sports,ESTJ
22.0,Male,0,0.81455,2.7571773310375822,7.76243,5.306269642110488,Sports,INTJ
30.0,Female,0,7.08242,6.278370234817248,2.69647,5.415018517991396,Others,ESFP
25.0,Female,0,1.46083,2.933604108402542,8.48491,6.200813318560773,Sports,INTJ
24.0,Female,1,0.34036,4.903627973734778,5.1671,5.038919515182751,Arts,INTP
20.0,Male,1,9.77631,6.821768912431039,5.58361,4.778269936525851,Others,ENFP
22.0,Male,0,5.41099,4.453454451420384,2.0528,4.921193320702527,Unknown,ENFP
31.0,Female,0,1.58877,7.319060284628473,8.34179,6.350103053537305,Technology,ISTJ
25.0,Male,1,2.46448,3.643602360101296,2.6625,3.4575117480571875,Unknown,INFP
25.0,Female,0,6.5217,7.573272371491049,2.01038,6.429596673748138,Unknown,ESFJ
21.0,Male,0,8.21565,5.567004956055004,9.36204,5.743652594836363,Sports,ENTJ
30.0,Male,1,0.81907,5.056000291505504,1.83402,4.759138017743559,Unknown,INFP
31.0,Female,1,3.15847,6.618899924141045,8.91411,5.000254748811997,Unknown,ISTP
28.0,Male,0,2.42161,4.932912254820546,9.84406,5.278838467976439,Sports,INTJ
41.0,Male,1,8.95287,6.172942669207876,7.42307,5.078668882034729,Sports,ESTP
25.0,Male,0,8.92255,6.793448832690931,1.38939,2.300494710070681,Sports,ESFP
24.0,Male,0,5.26217,6.469600937095675,7.20324,5.176725437695934,Sports,ESTJ
25.0,Female,1,7.95855,6.5553269514616535,4.1316,7.28309107582326,Sports,ESFP
20.0,Female,1,1.5198,5.263896649067283,0.68244,6.439967638685696,Arts,INFP
30.0,Female,0,0.13819,6.253227330627203,0.65409,6.497841198829474,Unknown,ISFJ
24.0,Male,1,4.35555,6.236869875478054,1.80649,4.0247337783118775,Technology,ISFP
35.0,Male,0,6.73908,4.534288351836444,7.23612,6.601140981909225,Unknown,ENTJ
27.0,Female,1,7.25915,6.948066042649043,7.08167,3.5380372724923683,Unknown,ESTP
22.0,Female,1,2.70437,6.604068308163174,0.44106,5.93328759648318,Arts,ISFP
34.0,Male,0,2.81839,3.584210557287903,8.69977,6.112900983621741,Unknown,INTJ
20.0,Male,0,3.01659,6.653725257523387,4.23133,5.9189420577998835,Sports,INFJ
25.0,Female,1,2.88333,3.1225821583570097,6.07372,4.499918598677305,Unknown,INTP
30.0,Female,0,0.68376,4.096381004610921,5.86907,3.076700792450724,Unknown,INTP
37.0,Male,0,2.67894,7.064829013948108,2.57135,4.884053727019306,Arts,ISFP
23.0,Male,0,0.70771,6.837190728868635,5.13235,6.837732952836886,Others,ISFJ
22.0,Male,0,2.41691,4.622385478196298,0.82519,4.72168211558241,Unknown,INFP
28.0,Male,1,6.38957,6.3550460155070185,7.22066,4.7468187069001235,Sports,ESTP
25.0,Male,0,9.45954,5.827268218055733,8.2619,6.591430421651573,Arts,ENTJ
28.0,Male,0,1.03199,4.594796485357643,9.27375,6.258949977740646,Sports,INTJ
